country,countryCode,region,regionCode,city,cityCode,district,districtCode,street,streetCode,
中国,CN,江西省,360000,上饶市,361100,弋阳县,361126,,,
中国,CN,江西省,360000,上饶市,361100,余干县,361127,,,
中国,CN,江西省,360000,上饶市,361100,鄱阳县,361128,,,
中国,CN,江西省,360000,上饶市,361100,万年县,361129,,,
中国,CN,江西省,360000,上饶市,361100,婺源县,361130,,,
中国,CN,江西省,360000,上饶市,361100,德兴市,361181,,,
中国,CN,山东省,370000,济南市,370100,历下区,370102,,,
中国,CN,山东省,370000,济南市,370100,市中区,370103,,,
中国,CN,山东省,370000,济南市,370100,槐荫区,370104,,,
中国,CN,山东省,370000,济南市,370100,天桥区,370105,,,
中国,CN,山东省,370000,济南市,370100,历城区,370112,,,
中国,CN,山东省,370000,济南市,370100,长清区,370113,,,
中国,CN,山东省,370000,济南市,370100,章丘区,370114,,,
中国,CN,山东省,370000,济南市,370100,济阳区,370115,,,
中国,CN,山东省,370000,济南市,370100,平阴县,370124,,,
中国,CN,山东省,370000,济南市,370100,商河县,370126,,,
中国,CN,山东省,370000,青岛市,370200,市南区,370202,,,
中国,CN,山东省,370000,青岛市,370200,市北区,370203,,,
中国,CN,山东省,370000,青岛市,370200,黄岛区,370211,,,
中国,CN,山东省,370000,青岛市,370200,崂山区,370212,,,
中国,CN,山东省,370000,青岛市,370200,李沧区,370213,,,
中国,CN,山东省,370000,青岛市,370200,城阳区,370214,,,
中国,CN,山东省,370000,青岛市,370200,即墨区,370215,,,
中国,CN,山东省,370000,青岛市,370200,胶州市,370281,,,
中国,CN,山东省,370000,青岛市,370200,平度市,370283,,,
中国,CN,山东省,370000,青岛市,370200,莱西市,370285,,,
中国,CN,山东省,370000,淄博市,370300,淄川区,370302,,,
中国,CN,山东省,370000,淄博市,370300,张店区,370303,,,
中国,CN,山东省,370000,淄博市,370300,博山区,370304,,,
中国,CN,山东省,370000,淄博市,370300,临淄区,370305,,,
中国,CN,山东省,370000,淄博市,370300,周村区,370306,,,
中国,CN,山东省,370000,淄博市,370300,桓台县,370321,,,
中国,CN,山东省,370000,淄博市,370300,高青县,370322,,,
中国,CN,山东省,370000,淄博市,370300,沂源县,370323,,,
中国,CN,山东省,370000,枣庄市,370400,市中区,370402,,,
中国,CN,山东省,370000,枣庄市,370400,薛城区,370403,,,
中国,CN,山东省,370000,枣庄市,370400,峄城区,370404,,,
中国,CN,山东省,370000,枣庄市,370400,台儿庄区,370405,,,
中国,CN,山东省,370000,枣庄市,370400,山亭区,370406,,,
中国,CN,山东省,370000,枣庄市,370400,滕州市,370481,,,
中国,CN,山东省,370000,东营市,370500,东营区,370502,,,
中国,CN,山东省,370000,东营市,370500,河口区,370503,,,
中国,CN,山东省,370000,东营市,370500,垦利区,370505,,,
中国,CN,山东省,370000,东营市,370500,利津县,370522,,,
中国,CN,山东省,370000,东营市,370500,广饶县,370523,,,
中国,CN,山东省,370000,烟台市,370600,芝罘区,370602,,,
中国,CN,山东省,370000,烟台市,370600,福山区,370611,,,
中国,CN,山东省,370000,烟台市,370600,牟平区,370612,,,
中国,CN,山东省,370000,烟台市,370600,莱山区,370613,,,
中国,CN,山东省,370000,烟台市,370600,长岛县,370634,,,
中国,CN,山东省,370000,烟台市,370600,龙口市,370681,,,
中国,CN,山东省,370000,烟台市,370600,莱阳市,370682,,,
中国,CN,山东省,370000,烟台市,370600,莱州市,370683,,,
中国,CN,山东省,370000,烟台市,370600,蓬莱市,370684,,,
中国,CN,山东省,370000,烟台市,370600,招远市,370685,,,
中国,CN,山东省,370000,烟台市,370600,栖霞市,370686,,,
中国,CN,山东省,370000,烟台市,370600,海阳市,370687,,,
中国,CN,山东省,370000,潍坊市,370700,潍城区,370702,,,
中国,CN,山东省,370000,潍坊市,370700,寒亭区,370703,,,
中国,CN,山东省,370000,潍坊市,370700,坊子区,370704,,,
中国,CN,山东省,370000,潍坊市,370700,奎文区,370705,,,
中国,CN,山东省,370000,潍坊市,370700,临朐县,370724,,,
中国,CN,山东省,370000,潍坊市,370700,昌乐县,370725,,,
中国,CN,山东省,370000,潍坊市,370700,青州市,370781,,,
中国,CN,山东省,370000,潍坊市,370700,诸城市,370782,,,
中国,CN,山东省,370000,潍坊市,370700,寿光市,370783,,,
中国,CN,山东省,370000,潍坊市,370700,安丘市,370784,,,
中国,CN,山东省,370000,潍坊市,370700,高密市,370785,,,
中国,CN,山东省,370000,潍坊市,370700,昌邑市,370786,,,
中国,CN,山东省,370000,济宁市,370800,任城区,370811,,,
中国,CN,山东省,370000,济宁市,370800,兖州区,370812,,,
中国,CN,山东省,370000,济宁市,370800,微山县,370826,,,
中国,CN,山东省,370000,济宁市,370800,鱼台县,370827,,,
中国,CN,山东省,370000,济宁市,370800,金乡县,370828,,,
中国,CN,山东省,370000,济宁市,370800,嘉祥县,370829,,,
中国,CN,山东省,370000,济宁市,370800,汶上县,370830,,,
中国,CN,山东省,370000,济宁市,370800,泗水县,370831,,,
中国,CN,山东省,370000,济宁市,370800,梁山县,370832,,,
中国,CN,山东省,370000,济宁市,370800,曲阜市,370881,,,
中国,CN,山东省,370000,济宁市,370800,邹城市,370883,,,
中国,CN,山东省,370000,泰安市,370900,泰山区,370902,,,
中国,CN,山东省,370000,泰安市,370900,岱岳区,370911,,,
中国,CN,山东省,370000,泰安市,370900,宁阳县,370921,,,
中国,CN,山东省,370000,泰安市,370900,东平县,370923,,,
中国,CN,山东省,370000,泰安市,370900,新泰市,370982,,,
中国,CN,山东省,370000,泰安市,370900,肥城市,370983,,,
中国,CN,山东省,370000,威海市,371000,环翠区,371002,,,
中国,CN,山东省,370000,威海市,371000,文登区,371003,,,
中国,CN,山东省,370000,威海市,371000,荣成市,371082,,,
中国,CN,山东省,370000,威海市,371000,乳山市,371083,,,
中国,CN,山东省,370000,日照市,371100,东港区,371102,,,
中国,CN,山东省,370000,日照市,371100,岚山区,371103,,,
中国,CN,山东省,370000,日照市,371100,五莲县,371121,,,
中国,CN,山东省,370000,日照市,371100,莒县,371122,,,
中国,CN,山东省,370000,莱芜市,371200,莱城区,371202,,,
中国,CN,山东省,370000,莱芜市,371200,钢城区,371203,,,
中国,CN,山东省,370000,临沂市,371300,兰山区,371302,,,
中国,CN,山东省,370000,临沂市,371300,罗庄区,371311,,,
中国,CN,山东省,370000,临沂市,371300,河东区,371312,,,
中国,CN,山东省,370000,临沂市,371300,沂南县,371321,,,
中国,CN,山东省,370000,临沂市,371300,郯城县,371322,,,
中国,CN,山东省,370000,临沂市,371300,沂水县,371323,,,
中国,CN,山东省,370000,临沂市,371300,兰陵县,371324,,,
中国,CN,山东省,370000,临沂市,371300,费县,371325,,,
中国,CN,山东省,370000,临沂市,371300,平邑县,371326,,,
中国,CN,山东省,370000,临沂市,371300,莒南县,371327,,,
中国,CN,山东省,370000,临沂市,371300,蒙阴县,371328,,,
中国,CN,山东省,370000,临沂市,371300,临沭县,371329,,,
中国,CN,山东省,370000,德州市,371400,德城区,371402,,,
中国,CN,山东省,370000,德州市,371400,陵城区,371403,,,
中国,CN,山东省,370000,德州市,371400,宁津县,371422,,,
中国,CN,山东省,370000,德州市,371400,庆云县,371423,,,
中国,CN,山东省,370000,德州市,371400,临邑县,371424,,,
中国,CN,山东省,370000,德州市,371400,齐河县,371425,,,
中国,CN,山东省,370000,德州市,371400,平原县,371426,,,
中国,CN,山东省,370000,德州市,371400,夏津县,371427,,,
中国,CN,山东省,370000,德州市,371400,武城县,371428,,,
中国,CN,山东省,370000,德州市,371400,乐陵市,371481,,,
中国,CN,山东省,370000,德州市,371400,禹城市,371482,,,
中国,CN,山东省,370000,聊城市,371500,东昌府区,371502,,,
中国,CN,山东省,370000,聊城市,371500,阳谷县,371521,,,
中国,CN,山东省,370000,聊城市,371500,莘县,371522,,,
中国,CN,山东省,370000,聊城市,371500,茌平县,371523,,,
中国,CN,山东省,370000,聊城市,371500,东阿县,371524,,,
中国,CN,山东省,370000,聊城市,371500,冠县,371525,,,
中国,CN,山东省,370000,聊城市,371500,高唐县,371526,,,
中国,CN,山东省,370000,聊城市,371500,临清市,371581,,,
中国,CN,山东省,370000,滨州市,371600,滨城区,371602,,,
中国,CN,山东省,370000,滨州市,371600,沾化区,371603,,,
中国,CN,山东省,370000,滨州市,371600,惠民县,371621,,,
中国,CN,山东省,370000,滨州市,371600,阳信县,371622,,,
中国,CN,山东省,370000,滨州市,371600,无棣县,371623,,,
中国,CN,山东省,370000,滨州市,371600,博兴县,371625,,,
中国,CN,山东省,370000,滨州市,371600,邹平市,371681,,,
中国,CN,山东省,370000,菏泽市,371700,牡丹区,371702,,,
中国,CN,山东省,370000,菏泽市,371700,定陶区,371703,,,
中国,CN,山东省,370000,菏泽市,371700,曹县,371721,,,
中国,CN,山东省,370000,菏泽市,371700,单县,371722,,,
中国,CN,山东省,370000,菏泽市,371700,成武县,371723,,,
中国,CN,山东省,370000,菏泽市,371700,巨野县,371724,,,
中国,CN,山东省,370000,菏泽市,371700,郓城县,371725,,,
中国,CN,山东省,370000,菏泽市,371700,鄄城县,371726,,,
中国,CN,山东省,370000,菏泽市,371700,东明县,371728,,,
中国,CN,河南省,410000,郑州市,410100,中原区,410102,,,
中国,CN,河南省,410000,郑州市,410100,二七区,410103,,,
中国,CN,河南省,410000,郑州市,410100,管城回族区,410104,,,
中国,CN,河南省,410000,郑州市,410100,金水区,410105,,,
中国,CN,河南省,410000,郑州市,410100,上街区,410106,,,
中国,CN,河南省,410000,郑州市,410100,惠济区,410108,,,
中国,CN,河南省,410000,郑州市,410100,中牟县,410122,,,
中国,CN,河南省,410000,郑州市,410100,巩义市,410181,,,
中国,CN,河南省,410000,郑州市,410100,荥阳市,410182,,,
中国,CN,河南省,410000,郑州市,410100,新密市,410183,,,
中国,CN,河南省,410000,郑州市,410100,新郑市,410184,,,
中国,CN,河南省,410000,郑州市,410100,登封市,410185,,,
中国,CN,河南省,410000,开封市,410200,龙亭区,410202,,,
中国,CN,河南省,410000,开封市,410200,顺河回族区,410203,,,
中国,CN,河南省,410000,开封市,410200,鼓楼区,410204,,,
中国,CN,河南省,410000,开封市,410200,禹王台区,410205,,,
中国,CN,河南省,410000,开封市,410200,祥符区,410212,,,
中国,CN,河南省,410000,开封市,410200,杞县,410221,,,
中国,CN,河南省,410000,开封市,410200,通许县,410222,,,
中国,CN,河南省,410000,开封市,410200,尉氏县,410223,,,
中国,CN,河南省,410000,开封市,410200,兰考县,410225,,,
中国,CN,河南省,410000,洛阳市,410300,老城区,410302,,,
中国,CN,河南省,410000,洛阳市,410300,西工区,410303,,,
中国,CN,河南省,410000,洛阳市,410300,瀍河回族区,410304,,,
中国,CN,河南省,410000,洛阳市,410300,涧西区,410305,,,
中国,CN,河南省,410000,洛阳市,410300,吉利区,410306,,,
中国,CN,河南省,410000,洛阳市,410300,洛龙区,410311,,,
中国,CN,河南省,410000,洛阳市,410300,孟津县,410322,,,
中国,CN,河南省,410000,洛阳市,410300,新安县,410323,,,
中国,CN,河南省,410000,洛阳市,410300,栾川县,410324,,,
中国,CN,河南省,410000,洛阳市,410300,嵩县,410325,,,
中国,CN,河南省,410000,洛阳市,410300,汝阳县,410326,,,
中国,CN,河南省,410000,洛阳市,410300,宜阳县,410327,,,
中国,CN,河南省,410000,洛阳市,410300,洛宁县,410328,,,
中国,CN,河南省,410000,洛阳市,410300,伊川县,410329,,,
中国,CN,河南省,410000,洛阳市,410300,偃师市,410381,,,
中国,CN,河南省,410000,平顶山市,410400,新华区,410402,,,
中国,CN,河南省,410000,平顶山市,410400,卫东区,410403,,,
中国,CN,河南省,410000,平顶山市,410400,石龙区,410404,,,
中国,CN,河南省,410000,平顶山市,410400,湛河区,410411,,,
中国,CN,河南省,410000,平顶山市,410400,宝丰县,410421,,,
中国,CN,河南省,410000,平顶山市,410400,叶县,410422,,,
中国,CN,河南省,410000,平顶山市,410400,鲁山县,410423,,,
中国,CN,河南省,410000,平顶山市,410400,郏县,410425,,,
中国,CN,河南省,410000,平顶山市,410400,舞钢市,410481,,,
中国,CN,河南省,410000,平顶山市,410400,汝州市,410482,,,
中国,CN,河南省,410000,安阳市,410500,文峰区,410502,,,
中国,CN,河南省,410000,安阳市,410500,北关区,410503,,,
中国,CN,河南省,410000,安阳市,410500,殷都区,410505,,,
中国,CN,河南省,410000,安阳市,410500,龙安区,410506,,,
中国,CN,河南省,410000,安阳市,410500,安阳县,410522,,,
中国,CN,河南省,410000,安阳市,410500,汤阴县,410523,,,
中国,CN,河南省,410000,安阳市,410500,滑县,410526,,,
中国,CN,河南省,410000,安阳市,410500,内黄县,410527,,,
中国,CN,河南省,410000,安阳市,410500,林州市,410581,,,
中国,CN,河南省,410000,鹤壁市,410600,鹤山区,410602,,,
中国,CN,河南省,410000,鹤壁市,410600,山城区,410603,,,
中国,CN,河南省,410000,鹤壁市,410600,淇滨区,410611,,,
中国,CN,河南省,410000,鹤壁市,410600,浚县,410621,,,
中国,CN,河南省,410000,鹤壁市,410600,淇县,410622,,,
中国,CN,河南省,410000,新乡市,410700,红旗区,410702,,,
中国,CN,河南省,410000,新乡市,410700,卫滨区,410703,,,
中国,CN,河南省,410000,新乡市,410700,凤泉区,410704,,,
中国,CN,河南省,410000,新乡市,410700,牧野区,410711,,,
中国,CN,河南省,410000,新乡市,410700,新乡县,410721,,,
中国,CN,河南省,410000,新乡市,410700,获嘉县,410724,,,
中国,CN,河南省,410000,新乡市,410700,原阳县,410725,,,
中国,CN,河南省,410000,新乡市,410700,延津县,410726,,,
中国,CN,河南省,410000,新乡市,410700,封丘县,410727,,,
中国,CN,河南省,410000,新乡市,410700,长垣县,410728,,,
中国,CN,河南省,410000,新乡市,410700,卫辉市,410781,,,
中国,CN,河南省,410000,新乡市,410700,辉县市,410782,,,
中国,CN,河南省,410000,焦作市,410800,解放区,410802,,,
中国,CN,河南省,410000,焦作市,410800,中站区,410803,,,
中国,CN,河南省,410000,焦作市,410800,马村区,410804,,,
中国,CN,河南省,410000,焦作市,410800,山阳区,410811,,,
中国,CN,河南省,410000,焦作市,410800,修武县,410821,,,
中国,CN,河南省,410000,焦作市,410800,博爱县,410822,,,
中国,CN,河南省,410000,焦作市,410800,武陟县,410823,,,
中国,CN,河南省,410000,焦作市,410800,温县,410825,,,
中国,CN,河南省,410000,焦作市,410800,沁阳市,410882,,,
中国,CN,河南省,410000,焦作市,410800,孟州市,410883,,,
中国,CN,河南省,410000,濮阳市,410900,华龙区,410902,,,
中国,CN,河南省,410000,濮阳市,410900,清丰县,410922,,,
中国,CN,河南省,410000,濮阳市,410900,南乐县,410923,,,
中国,CN,河南省,410000,濮阳市,410900,范县,410926,,,
中国,CN,河南省,410000,濮阳市,410900,台前县,410927,,,
中国,CN,河南省,410000,濮阳市,410900,濮阳县,410928,,,
中国,CN,河南省,410000,许昌市,411000,魏都区,411002,,,
中国,CN,河南省,410000,许昌市,411000,建安区,411003,,,
中国,CN,河南省,410000,许昌市,411000,鄢陵县,411024,,,
中国,CN,河南省,410000,许昌市,411000,襄城县,411025,,,
中国,CN,河南省,410000,许昌市,411000,禹州市,411081,,,
中国,CN,河南省,410000,许昌市,411000,长葛市,411082,,,
中国,CN,河南省,410000,漯河市,411100,源汇区,411102,,,
中国,CN,河南省,410000,漯河市,411100,郾城区,411103,,,
中国,CN,河南省,410000,漯河市,411100,召陵区,411104,,,
中国,CN,河南省,410000,漯河市,411100,舞阳县,411121,,,
中国,CN,河南省,410000,漯河市,411100,临颍县,411122,,,
中国,CN,河南省,410000,三门峡市,411200,湖滨区,411202,,,
中国,CN,河南省,410000,三门峡市,411200,陕州区,411203,,,
中国,CN,河南省,410000,三门峡市,411200,渑池县,411221,,,
中国,CN,河南省,410000,三门峡市,411200,卢氏县,411224,,,
中国,CN,河南省,410000,三门峡市,411200,义马市,411281,,,
中国,CN,河南省,410000,三门峡市,411200,灵宝市,411282,,,
中国,CN,河南省,410000,南阳市,411300,宛城区,411302,,,
中国,CN,河南省,410000,南阳市,411300,卧龙区,411303,,,
中国,CN,河南省,410000,南阳市,411300,南召县,411321,,,
中国,CN,河南省,410000,南阳市,411300,方城县,411322,,,
中国,CN,河南省,410000,南阳市,411300,西峡县,411323,,,
中国,CN,河南省,410000,南阳市,411300,镇平县,411324,,,
中国,CN,河南省,410000,南阳市,411300,内乡县,411325,,,
中国,CN,河南省,410000,南阳市,411300,淅川县,411326,,,
中国,CN,河南省,410000,南阳市,411300,社旗县,411327,,,
中国,CN,河南省,410000,南阳市,411300,唐河县,411328,,,
中国,CN,河南省,410000,南阳市,411300,新野县,411329,,,
中国,CN,河南省,410000,南阳市,411300,桐柏县,411330,,,
中国,CN,河南省,410000,南阳市,411300,邓州市,411381,,,
中国,CN,河南省,410000,商丘市,411400,梁园区,411402,,,
中国,CN,河南省,410000,商丘市,411400,睢阳区,411403,,,
中国,CN,河南省,410000,商丘市,411400,民权县,411421,,,
中国,CN,河南省,410000,商丘市,411400,睢县,411422,,,
中国,CN,河南省,410000,商丘市,411400,宁陵县,411423,,,
中国,CN,河南省,410000,商丘市,411400,柘城县,411424,,,
中国,CN,河南省,410000,商丘市,411400,虞城县,411425,,,
中国,CN,河南省,410000,商丘市,411400,夏邑县,411426,,,
中国,CN,河南省,410000,商丘市,411400,永城市,411481,,,
中国,CN,河南省,410000,信阳市,411500,浉河区,411502,,,
中国,CN,河南省,410000,信阳市,411500,平桥区,411503,,,
中国,CN,河南省,410000,信阳市,411500,罗山县,411521,,,
中国,CN,河南省,410000,信阳市,411500,光山县,411522,,,
中国,CN,河南省,410000,信阳市,411500,新县,411523,,,
中国,CN,河南省,410000,信阳市,411500,商城县,411524,,,
中国,CN,河南省,410000,信阳市,411500,固始县,411525,,,
中国,CN,河南省,410000,信阳市,411500,潢川县,411526,,,
中国,CN,河南省,410000,信阳市,411500,淮滨县,411527,,,
中国,CN,河南省,410000,信阳市,411500,息县,411528,,,
中国,CN,河南省,410000,周口市,411600,川汇区,411602,,,
中国,CN,河南省,410000,周口市,411600,扶沟县,411621,,,
中国,CN,河南省,410000,周口市,411600,西华县,411622,,,
中国,CN,河南省,410000,周口市,411600,商水县,411623,,,
中国,CN,河南省,410000,周口市,411600,沈丘县,411624,,,
中国,CN,河南省,410000,周口市,411600,郸城县,411625,,,
中国,CN,河南省,410000,周口市,411600,淮阳县,411626,,,
中国,CN,河南省,410000,周口市,411600,太康县,411627,,,
中国,CN,河南省,410000,周口市,411600,鹿邑县,411628,,,
中国,CN,河南省,410000,周口市,411600,项城市,411681,,,
中国,CN,河南省,410000,驻马店市,411700,驿城区,411702,,,
中国,CN,河南省,410000,驻马店市,411700,西平县,411721,,,
中国,CN,河南省,410000,驻马店市,411700,上蔡县,411722,,,
中国,CN,河南省,410000,驻马店市,411700,平舆县,411723,,,
中国,CN,河南省,410000,驻马店市,411700,正阳县,411724,,,
中国,CN,河南省,410000,驻马店市,411700,确山县,411725,,,
中国,CN,河南省,410000,驻马店市,411700,泌阳县,411726,,,
中国,CN,河南省,410000,驻马店市,411700,汝南县,411727,,,
中国,CN,河南省,410000,驻马店市,411700,遂平县,411728,,,
中国,CN,河南省,410000,驻马店市,411700,新蔡县,411729,,,
中国,CN,河南省,410000,济源市,419001,济源市,419001,,,
中国,CN,湖北省,420000,武汉市,420100,江岸区,420102,,,
中国,CN,湖北省,420000,武汉市,420100,江汉区,420103,,,
中国,CN,湖北省,420000,武汉市,420100,硚口区,420104,,,
中国,CN,湖北省,420000,武汉市,420100,汉阳区,420105,,,
中国,CN,湖北省,420000,武汉市,420100,武昌区,420106,,,
中国,CN,湖北省,420000,武汉市,420100,青山区,420107,,,
中国,CN,湖北省,420000,武汉市,420100,洪山区,420111,,,
中国,CN,湖北省,420000,武汉市,420100,东西湖区,420112,,,
中国,CN,湖北省,420000,武汉市,420100,汉南区,420113,,,
中国,CN,湖北省,420000,武汉市,420100,蔡甸区,420114,,,
中国,CN,湖北省,420000,武汉市,420100,江夏区,420115,,,
中国,CN,湖北省,420000,武汉市,420100,黄陂区,420116,,,
中国,CN,湖北省,420000,武汉市,420100,新洲区,420117,,,
中国,CN,湖北省,420000,黄石市,420200,黄石港区,420202,,,
中国,CN,湖北省,420000,黄石市,420200,西塞山区,420203,,,
中国,CN,湖北省,420000,黄石市,420200,下陆区,420204,,,
中国,CN,湖北省,420000,黄石市,420200,铁山区,420205,,,
中国,CN,湖北省,420000,黄石市,420200,阳新县,420222,,,
中国,CN,湖北省,420000,黄石市,420200,大冶市,420281,,,
中国,CN,湖北省,420000,十堰市,420300,茅箭区,420302,,,
中国,CN,湖北省,420000,十堰市,420300,张湾区,420303,,,
中国,CN,湖北省,420000,十堰市,420300,郧阳区,420304,,,
中国,CN,湖北省,420000,十堰市,420300,郧西县,420322,,,
中国,CN,湖北省,420000,十堰市,420300,竹山县,420323,,,
中国,CN,湖北省,420000,十堰市,420300,竹溪县,420324,,,
中国,CN,湖北省,420000,十堰市,420300,房县,420325,,,
中国,CN,湖北省,420000,十堰市,420300,丹江口市,420381,,,
中国,CN,湖北省,420000,宜昌市,420500,西陵区,420502,,,
中国,CN,湖北省,420000,宜昌市,420500,伍家岗区,420503,,,
中国,CN,湖北省,420000,宜昌市,420500,点军区,420504,,,
中国,CN,湖北省,420000,宜昌市,420500,猇亭区,420505,,,
中国,CN,湖北省,420000,宜昌市,420500,夷陵区,420506,,,
中国,CN,湖北省,420000,宜昌市,420500,远安县,420525,,,
中国,CN,湖北省,420000,宜昌市,420500,兴山县,420526,,,
中国,CN,湖北省,420000,宜昌市,420500,秭归县,420527,,,
中国,CN,湖北省,420000,宜昌市,420500,长阳土家族自治县,420528,,,
中国,CN,湖北省,420000,宜昌市,420500,五峰土家族自治县,420529,,,
中国,CN,湖北省,420000,宜昌市,420500,宜都市,420581,,,
中国,CN,湖北省,420000,宜昌市,420500,当阳市,420582,,,
中国,CN,湖北省,420000,宜昌市,420500,枝江市,420583,,,
中国,CN,湖北省,420000,襄阳市,420600,襄城区,420602,,,
中国,CN,湖北省,420000,襄阳市,420600,樊城区,420606,,,
中国,CN,湖北省,420000,襄阳市,420600,襄州区,420607,,,
中国,CN,湖北省,420000,襄阳市,420600,南漳县,420624,,,
中国,CN,湖北省,420000,襄阳市,420600,谷城县,420625,,,
中国,CN,湖北省,420000,襄阳市,420600,保康县,420626,,,
中国,CN,湖北省,420000,襄阳市,420600,老河口市,420682,,,
中国,CN,湖北省,420000,襄阳市,420600,枣阳市,420683,,,
中国,CN,湖北省,420000,襄阳市,420600,宜城市,420684,,,
中国,CN,湖北省,420000,鄂州市,420700,梁子湖区,420702,,,
中国,CN,湖北省,420000,鄂州市,420700,华容区,420703,,,
中国,CN,湖北省,420000,鄂州市,420700,鄂城区,420704,,,
中国,CN,湖北省,420000,荆门市,420800,东宝区,420802,,,
中国,CN,湖北省,420000,荆门市,420800,掇刀区,420804,,,
中国,CN,湖北省,420000,荆门市,420800,沙洋县,420822,,,
中国,CN,湖北省,420000,荆门市,420800,钟祥市,420881,,,
中国,CN,湖北省,420000,荆门市,420800,京山市,420882,,,
中国,CN,湖北省,420000,孝感市,420900,孝南区,420902,,,
中国,CN,湖北省,420000,孝感市,420900,孝昌县,420921,,,
中国,CN,湖北省,420000,孝感市,420900,大悟县,420922,,,
中国,CN,湖北省,420000,孝感市,420900,云梦县,420923,,,
中国,CN,湖北省,420000,孝感市,420900,应城市,420981,,,
中国,CN,湖北省,420000,孝感市,420900,安陆市,420982,,,
中国,CN,湖北省,420000,孝感市,420900,汉川市,420984,,,
中国,CN,湖北省,420000,荆州市,421000,沙市区,421002,,,
中国,CN,湖北省,420000,荆州市,421000,荆州区,421003,,,
中国,CN,湖北省,420000,荆州市,421000,公安县,421022,,,
中国,CN,湖北省,420000,荆州市,421000,监利县,421023,,,
中国,CN,湖北省,420000,荆州市,421000,江陵县,421024,,,
中国,CN,湖北省,420000,荆州市,421000,石首市,421081,,,
中国,CN,湖北省,420000,荆州市,421000,洪湖市,421083,,,
中国,CN,湖北省,420000,荆州市,421000,松滋市,421087,,,
中国,CN,湖北省,420000,黄冈市,421100,黄州区,421102,,,
中国,CN,湖北省,420000,黄冈市,421100,团风县,421121,,,
中国,CN,湖北省,420000,黄冈市,421100,红安县,421122,,,
中国,CN,湖北省,420000,黄冈市,421100,罗田县,421123,,,
中国,CN,湖北省,420000,黄冈市,421100,英山县,421124,,,
中国,CN,湖北省,420000,黄冈市,421100,浠水县,421125,,,
中国,CN,湖北省,420000,黄冈市,421100,蕲春县,421126,,,
中国,CN,湖北省,420000,黄冈市,421100,黄梅县,421127,,,
中国,CN,湖北省,420000,黄冈市,421100,麻城市,421181,,,
中国,CN,湖北省,420000,黄冈市,421100,武穴市,421182,,,
中国,CN,湖北省,420000,咸宁市,421200,咸安区,421202,,,
中国,CN,湖北省,420000,咸宁市,421200,嘉鱼县,421221,,,
中国,CN,湖北省,420000,咸宁市,421200,通城县,421222,,,
中国,CN,湖北省,420000,咸宁市,421200,崇阳县,421223,,,
中国,CN,湖北省,420000,咸宁市,421200,通山县,421224,,,
中国,CN,湖北省,420000,咸宁市,421200,赤壁市,421281,,,
中国,CN,湖北省,420000,随州市,421300,曾都区,421303,,,
中国,CN,湖北省,420000,随州市,421300,随县,421321,,,
中国,CN,湖北省,420000,随州市,421300,广水市,421381,,,
中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,恩施市,422801,,,
中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,利川市,422802,,,
中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,建始县,422822,,,
中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,巴东县,422823,,,
中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,宣恩县,422825,,,
中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,咸丰县,422826,,,
中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,来凤县,422827,,,
中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,鹤峰县,422828,,,
中国,CN,湖北省,420000,仙桃市,429004,仙桃市,429004,,,
中国,CN,湖北省,420000,潜江市,429005,潜江市,429005,,,
中国,CN,湖北省,420000,天门市,429006,天门市,429006,,,
中国,CN,湖北省,420000,神农架林区,429021,神农架林区,429021,,,
中国,CN,湖南省,430000,长沙市,430100,芙蓉区,430102,,,
中国,CN,湖南省,430000,长沙市,430100,天心区,430103,,,
中国,CN,湖南省,430000,长沙市,430100,岳麓区,430104,,,
中国,CN,湖南省,430000,长沙市,430100,开福区,430105,,,
中国,CN,湖南省,430000,长沙市,430100,雨花区,430111,,,
中国,CN,湖南省,430000,长沙市,430100,望城区,430112,,,
中国,CN,湖南省,430000,长沙市,430100,长沙县,430121,,,
中国,CN,湖南省,430000,长沙市,430100,浏阳市,430181,,,
中国,CN,湖南省,430000,长沙市,430100,宁乡市,430182,,,
中国,CN,湖南省,430000,株洲市,430200,荷塘区,430202,,,
中国,CN,湖南省,430000,株洲市,430200,芦淞区,430203,,,
中国,CN,湖南省,430000,株洲市,430200,石峰区,430204,,,
中国,CN,湖南省,430000,株洲市,430200,天元区,430211,,,
中国,CN,湖南省,430000,株洲市,430200,渌口区,430212,,,
中国,CN,湖南省,430000,株洲市,430200,攸县,430223,,,
中国,CN,湖南省,430000,株洲市,430200,茶陵县,430224,,,
中国,CN,湖南省,430000,株洲市,430200,炎陵县,430225,,,
中国,CN,湖南省,430000,株洲市,430200,醴陵市,430281,,,
中国,CN,湖南省,430000,湘潭市,430300,雨湖区,430302,,,
中国,CN,湖南省,430000,湘潭市,430300,岳塘区,430304,,,
中国,CN,湖南省,430000,湘潭市,430300,湘潭县,430321,,,
中国,CN,湖南省,430000,湘潭市,430300,湘乡市,430381,,,
中国,CN,湖南省,430000,湘潭市,430300,韶山市,430382,,,
